proper,ra,dec,mag,con
,18.498871,-47.220546,5.69,Tel
,18.778701,-10.125048,5.69,Sct
,18.935034,18.10541,5.69,Her
,19.021488,26.291411,5.69,Lyr
,20.032944,-13.637217,5.69,Sgr
,20.3532,63.980122,5.69,Dra
,20.645552,13.315125,5.69,Del
,21.007691,19.329581,5.69,Del
,21.100317,-30.12512,5.69,Mic
,21.723791,38.283589,5.69,Cyg
,21.893717,19.668437,5.69,Peg
,22.092964,28.963981,5.69,Peg
,0.041584,8.485463,5.7,Psc
,0.105277,-49.075191,5.7,Phe
,0.795339,-18.061339,5.7,Cet
,1.246992,-0.973795,5.7,Cet
,1.696655,-60.789339,5.7,Hyi
,1.700833,-36.832305,5.7,Scl
,1.869268,50.792794,5.7,Per
,1.975973,49.204352,5.7,Per
,3.35189,3.67562,5.7,Cet
,3.906435,-40.357009,5.7,Eri
,4.179935,-8.819814,5.7,Eri
,5.981455,12.808264,5.7,Ori
,6.149418,2.499692,5.7,Ori
,6.287816,5.100112,5.7,Ori
,6.644317,39.390854,5.7,Aur
,6.66185,-30.470491,5.7,CMa
,7.324494,-16.395244,5.7,CMa
,7.480968,48.18393,5.7,Lyn
,7.874929,-54.367165,5.7,Car
,8.767354,-2.048655,5.7,Hya
,8.919936,-54.965768,5.7,Vel
,10.072486,-24.285534,5.7,Hya
,10.19624,-58.060544,5.7,Car
,10.98715,-33.737595,5.7,Hya
,11.146969,24.658464,5.7,Leo
,12.616204,17.089536,5.7,Com
,12.849413,-52.787424,5.7,Cen
,13.127305,-53.459764,5.7,Cen
,13.592027,-5.396191,5.7,Vir
,13.897507,53.728677,5.7,UMa
,14.720431,-24.997753,5.7,Lib
,15.199363,-48.743687,5.7,Lup
,16.098851,-72.400898,5.7,Aps
,17.40183,22.960285,5.7,Her
,19.463366,-54.325272,5.7,Tel
,19.489951,-43.445195,5.7,Sgr
,19.910459,-8.227289,5.7,Aql
,20.193007,62.078542,5.7,Dra
,20.256604,33.729084,5.7,Cyg
,20.946479,-26.296378,5.7,Cap
,21.399672,24.274135,5.7,Vul
,21.580848,-20.084274,5.7,Cap
,21.866954,55.796743,5.7,Cep
,22.537851,76.226441,5.7,Cep
,23.842579,-14.40149,5.7,Aqr
,5.124227,18.647141,5.7,Tau
,0.017941,-48.809876,5.71,Phe
,0.22524,41.03537,5.71,And
,1.129502,-9.78555,5.71,Cet
,3.209209,-57.321549,5.71,Hor
,3.459281,-35.681323,5.71,For
,4.188967,5.523047,5.71,Tau
,4.565202,-6.738908,5.71,Eri
,4.918562,-16.74067,5.71,Eri
,4.921847,-16.417767,5.71,Eri
,5.087832,-26.152391,5.71,Lep
,5.609915,-6.064752,5.71,Ori
,6.016267,47.901923,5.71,Aur
,6.163322,-22.774343,5.71,Lep
,6.606347,-18.659904,5.71,CMa
,7.242395,12.115824,5.71,CMi
,8.365169,-17.586334,5.71,Pup
,8.525145,24.081105,5.71,Cnc
,8.788568,-46.155415,5.71,Vel
,9.914234,-50.243959,5.71,Vel
,10.076759,53.891716,5.71,UMa
,10.608994,-12.230121,5.71,Hya
,11.155302,36.309379,5.71,UMa
,11.609706,-33.570057,5.71,Hya
,12.291827,28.937189,5.71,Com
,12.422706,-35.186417,5.71,Cen
,12.815059,14.122584,5.71,Com
,12.854994,-60.329789,5.71,Cru
,13.886925,17.932868,5.71,Boo
,15.030255,-0.140295,5.71,Vir
,15.459193,-64.531504,5.71,TrA
,15.788144,14.115348,5.71,Ser
,18.159415,3.993276,5.71,Oph
,18.386712,-12.014755,5.71,Sct
,18.466326,6.194104,5.71,Ser
,18.532284,-43.507383,5.71,CrA
,18.810538,-65.077679,5.71,Pav
,19.4364,-15.053251,5.71,Sgr
,19.572161,51.23662,5.71,Cyg
,19.933684,16.634799,5.71,Sge
,20.326863,62.257472,5.71,Dra
,21.420285,-9.748552,5.71,Aqr
,21.902881,-4.27618,5.71,Aqr
,0.418445,53.046786,5.72,Cas
,0.500655,-3.957332,5.72,Cet
,0.69621,-56.501315,5.72,Phe
,2.217584,15.27986,5.72,Ari
,2.594095,37.312263,5.72,And
,2.687222,-0.695653,5.72,Cet
,3.311429,-18.559794,5.72,Eri
,3.472416,33.807557,5.72,Per
,3.75441,-47.359476,5.72,Hor
,4.28558,57.860355,5.72,Cam
,4.367643,14.077198,5.72,Tau
,4.466883,21.619907,5.72,Tau
,4.751156,-21.283383,5.72,Eri
,5.786987,14.488322,5.72,Tau
,6.102603,-66.039621,5.72,Dor
,6.1763,-27.154343,5.72,Lep
,6.62051,-36.990651,5.72,Col
,6.828143,32.606756,5.72,Gem
,7.246117,-46.849672,5.72,Pup
,8.591166,-7.982292,5.72,Hya
,8.889601,61.962268,5.72,UMa
,8.947218,45.631646,5.72,Lyn
,9.19965,-19.747628,5.72,Hya
,9.474771,8.188298,5.72,Leo
,9.704137,69.237537,5.72,UMa
,9.844985,-46.933923,5.72,Vel
,9.904905,-45.283516,5.72,Vel
,12.167616,5.807008,5.72,Vir
,12.252366,70.200008,5.72,Dra
,13.616412,24.613297,5.72,Boo
,14.277423,-66.587894,5.72,Cir
,14.72901,40.459254,5.72,Boo
,14.953244,16.388128,5.72,Boo
,14.957765,-21.415475,5.72,Lib
,15.377341,63.341439,5.72,Dra
,15.397844,-12.369501,5.72,Lib
,16.121168,-36.755676,5.72,Lup
,16.257955,18.808087,5.72,Her
,17.466002,-52.297168,5.72,Ara
,17.55202,41.243449,5.72,Her
,18.031772,-22.780298,5.72,Sgr
,18.097114,32.230674,5.72,Her
,19.422665,-13.89713,5.72,Sgr
,22.245656,42.95391,5.72,Lac
,22.561281,56.624737,5.72,Lac
,22.681299,14.549161,5.72,Peg
,22.919711,-4.987899,5.72,Aqr
,22.946613,-47.969221,5.72,Gru
,23.959159,-82.169804,5.72,Oct
,0.893839,-62.871352,5.73,Tuc
,2.757629,-63.704553,5.73,Hor
,4.408098,34.130758,5.73,Per
,4.688822,28.614994,5.73,Tau
,5.390006,-39.678423,5.73,Col
,5.722686,-18.557475,5.73,Lep
,6.54416,-32.030447,5.73,CMa
,7.004396,16.078998,5.73,Gem
,7.662171,-38.139287,5.73,Pup
,8.174218,25.507334,5.73,Cnc
,8.321437,62.507159,5.73,UMa
,9.15117,-18.328548,5.73,Hya
,9.617384,16.437952,5.73,Leo
,10.369607,41.22953,5.73,UMa
,10.916163,34.034798,5.73,UMa
,11.43254,55.850459,5.73,UMa
,11.69286,31.746058,5.73,UMa
,11.828258,34.931758,5.73,UMa
,12.370009,-68.307316,5.73,Mus
,13.61346,-26.495198,5.73,Hya
,13.677909,19.955719,5.73,Boo
,13.863174,-69.401258,5.73,Cir
,15.925166,42.566193,5.73,Her
,16.058718,76.793939,5.73,UMi
,16.844155,29.806538,5.73,Her
,17.073534,-57.712166,5.73,Ara
,17.722659,24.327821,5.73,Her
,18.746722,37.594615,5.73,Lyr
,19.054915,-38.253147,5.73,CrA
,19.457212,52.320436,5.73,Cyg
,20.058338,16.031255,5.73,Aql
,20.060373,29.896805,5.73,Cyg
,20.254806,-27.032977,5.73,Cap
,20.450624,49.383367,5.73,Cyg
,21.262738,-53.263084,5.73,Ind
,21.603046,-26.171516,5.73,PsA
,21.706376,41.077019,5.73,Cyg
,22.597857,39.634331,5.73,Lac
,22.929029,36.35139,5.73,Lac
,23.736676,-64.404451,5.73,Tuc
,0.282513,61.533185,5.74,Cas
96 G. Psc,0.806382,5.280615,5.74,Psc
,2.578507,-7.859445,5.74,Cet
,2.602574,-30.044978,5.74,For
,2.706094,20.011465,5.74,Ari
,3.160206,29.07708,5.74,Ari
,3.46693,-11.2866,5.74,Eri
,3.711871,59.969391,5.74,Cam
,4.462788,-62.521206,5.74,Ret
,5.045828,-22.795052,5.74,Lep
,5.609784,54.428658,5.74,Aur
,6.115976,-21.812299,5.74,Lep
,6.477568,-32.371279,5.74,CMa
,6.839819,-31.706057,5.74,CMa
,6.921853,25.375697,5.74,Gem
,7.130414,7.471214,5.74,CMi
,7.354864,45.2282,5.74,Lyn
,7.938514,-60.526436,5.74,Car
,8.426538,2.102209,5.74,Hya
,8.747758,-37.147249,5.74,Pyx
,9.066778,54.283887,5.74,UMa
,9.373331,-46.047445,5.74,Vel
,9.539003,-19.400303,5.74,Hya
,10.300583,65.108351,5.74,UMa
,10.696747,68.443499,5.74,UMa
,10.73089,-64.249042,5.74,Car
,11.225219,-59.619318,5.74,Car
,11.494957,15.413269,5.74,Leo
,12.543334,-13.859105,5.74,Crv
,13.449205,78.643869,5.74,Cam
,13.666622,-49.949956,5.74,Cen
,13.913646,-67.6521,5.74,Cir
,14.541926,55.39801,5.74,Dra
,14.577676,49.368354,5.74,Boo
,14.61226,-40.21158,5.74,Cen
,14.636837,43.64213,5.74,Boo
,14.774724,-47.441116,5.74,Lup
,15.276859,-60.903996,5.74,Cir
,15.515514,64.208693,5.74,Dra
,15.851891,-55.055533,5.74,Nor
,15.982821,-65.037585,5.74,TrA
,16.193899,23.494801,5.74,Her
,16.695134,1.181231,5.74,Oph
,16.772563,-58.503595,5.74,Ara
,17.002641,-24.98907,5.74,Oph
,17.326961,80.136399,5.74,UMi
,17.635973,-10.926268,5.74,Ser
,17.982135,-36.858376,5.74,Sgr
,18.002526,80.004095,5.74,Dra
,18.104221,-4.751252,5.74,Ser
,18.499086,-57.523143,5.74,Pav
,18.560839,-14.853614,5.74,Sct
,18.625974,62.526591,5.74,Dra
,19.978116,-69.163957,5.74,Pav
,21.649339,57.489037,5.74,Cep
,21.914766,56.611227,5.74,Cep
,22.124608,19.475526,5.74,Peg
,23.744643,-78.791442,5.74,Oct
,23.787754,-11.911126,5.74,Aqr
,1.561899,-7.025341,5.75,Cet
,1.695787,-11.324669,5.75,Cet
,2.29996,57.89982,5.75,Per
,3.019451,-7.663012,5.75,Eri
,4.183061,33.586792,5.75,Per
,4.935299,52.869761,5.75,Cam
,5.241346,-35.976996,5.75,Col
,5.552049,-35.139376,5.75,Col
,6.162218,23.113466,5.75,Gem
,6.476136,30.493034,5.75,Aur
,6.674679,77.995782,5.75,Cam
,6.805296,-1.318922,5.75,Mon
,6.821225,-2.272038,5.75,Mon
,6.880408,8.380373,5.75,Mon
,7.122941,-23.840722,5.75,CMa
,7.189741,26.856587,5.75,Gem
,7.26588,27.897419,5.75,Gem
,7.489474,-10.326664,5.75,Mon
,8.466506,-35.113761,5.75,Pyx
,8.920119,-18.241189,5.75,Hya
,9.512804,-31.889222,5.75,Ant
,9.993395,29.645233,5.75,Leo
,11.227611,-53.231813,5.75,Cen
,12.148281,-44.325989,5.75,Cen
,12.889416,-60.328489,5.75,Cru
,12.915702,47.196722,5.75,CVn
,13.418522,23.854419,5.75,Com
,15.136703,-40.58393,5.75,Lup
,15.171843,-26.332621,5.75,Lib
,15.238658,-70.079476,5.75,TrA
,16.126782,-12.74541,5.75,Sco
,16.407037,55.205096,5.75,Dra
,17.40876,16.301006,5.75,Her
,17.733103,53.801715,5.75,Dra
,19.811683,11.815896,5.75,Aql
,20.006418,-66.94936,5.75,Pav
,20.689902,-31.598289,5.75,Mic
,20.709755,82.531158,5.75,Dra
,21.142417,-63.92826,5.75,Pav
,21.17099,53.5631,5.75,Cyg
,21.324652,49.510294,5.75,Cyg
,21.468955,32.22533,5.75,Cyg
,22.086481,26.673689,5.75,Peg
,22.285139,-5.387164,5.75,Aqr
,22.303505,62.804388,5.75,Cep
,23.403681,-51.891174,5.75,Gru
,23.45205,42.91201,5.75,And
,1.663169,-56.1964,5.76,Eri
,1.930844,23.577322,5.76,Ari
,2.717451,55.106019,5.76,Per
,2.930138,18.33164,5.76,Ari
,3.498656,-42.634256,5.76,Eri
,3.543319,9.373438,5.76,Tau
,3.765132,24.554511,5.76,Tau
,3.894081,48.650495,5.76,Per
,4.34479,6.130798,5.76,Tau
,4.543765,-3.209541,5.76,Eri
,4.809037,-16.329484,5.76,Eri
,5.587631,-33.079724,5.76,Col
,6.200372,19.790543,5.76,Ori
,6.328043,-34.396591,5.76,Col
,6.428793,-48.176898,5.76,Pup
,6.477061,-17.466009,5.76,CMa
,6.639725,28.984354,5.76,Aur
,7.663299,-38.260652,5.76,Pup
,7.879961,-5.428257,5.76,Mon
,8.578858,36.419619,5.76,Lyn
,9.153198,-12.357706,5.76,Hya
,10.532622,-45.06671,5.76,Vel
,11.572764,3.060165,5.76,Leo
,12.578448,-44.673018,5.76,Cen
,12.821516,27.552379,5.76,Com
,13.209145,11.556096,5.76,Vir
,13.349367,-46.880008,5.76,Cen
,13.40923,-5.16401,5.76,Vir
,13.977479,21.696219,5.76,Boo
,14.799322,-26.646155,5.76,Hya
,14.821853,46.116205,5.76,Boo
,15.15831,-67.084133,5.76,TrA
,15.637833,46.797751,5.76,Boo
,15.934982,-60.482477,5.76,TrA
,16.340345,-55.139706,5.76,Nor
,16.520398,22.195458,5.76,Her
,17.038526,25.50562,5.76,Her
,17.313287,-44.129746,5.76,Sco
,17.38531,-56.525547,5.76,Ara
,17.405221,-60.673799,5.76,Ara
,17.625304,24.309991,5.76,Her
,17.944955,-28.065394,5.76,Sgr
,18.356385,-18.859999,5.76,Sgr
,18.517903,16.928556,5.76,Her
,18.626656,-0.309472,5.76,Ser
,18.727035,-64.551425,5.76,Pav
,19.440037,13.023801,5.76,Aql
,19.54828,-53.185618,5.76,Tel
,19.877143,-54.971026,5.76,Tel
,19.902299,-8.574211,5.76,Aql
,20.306876,55.397095,5.76,Cyg
,20.554894,-80.964862,5.76,Oct
,21.005976,-51.265312,5.76,Ind
,21.406893,-41.006695,5.76,Mic
,22.206235,63.291035,5.76,Cep
,22.407517,-13.529369,5.76,Aqr
,22.443718,4.393766,5.76,Peg
,22.527168,-85.967253,5.76,Oct
,22.986615,11.728844,5.76,Peg
,23.880702,-8.996756,5.76,Aqr
,0.248476,-9.569571,5.77,Cet
,0.423391,1.939692,5.77,Psc
,1.142627,58.263449,5.77,Cas
,4.410404,33.959686,5.77,Per
,4.810107,-5.674045,5.77,Eri
,5.467114,17.23913,5.77,Tau
,5.498548,1.78926,5.77,Ori
,6.83938,-17.084555,5.77,CMa
,7.218665,-11.251341,5.77,CMa
,7.409292,27.637857,5.77,Gem
,7.67075,38.344539,5.77,Lyn
,7.98071,-60.824462,5.77,Car
,8.199991,-46.644351,5.77,Vel
,8.237017,-35.490019,5.77,Pup
,9.424253,-61.950476,5.77,Car
,9.581508,72.205679,5.77,UMa
,10.213435,4.61468,5.77,Sex
,10.722478,4.747669,5.77,Sex
,11.220746,-44.372216,5.77,Cen
,11.494061,-24.464011,5.77,Crt
,12.223623,-38.929188,5.77,Cen
,13.258882,40.855199,5.77,CVn
,13.863117,-46.898666,5.77,Cen
,14.000037,-25.010403,5.77,Hya
,15.123874,-49.088612,5.77,Lup
,15.599182,54.630567,5.77,Dra
,16.605958,-2.324584,5.77,Oph
,16.677413,4.219789,5.77,Her
,17.399338,8.852571,5.77,Oph
,17.887274,6.101424,5.77,Oph
,18.523804,-10.795836,5.77,Sct
,21.108401,31.184657,5.77,Cyg
,21.549052,49.977629,5.77,Cyg
,21.650329,20.265451,5.77,Peg
,23.249611,-41.105397,5.77,Gru
,23.348123,38.182326,5.77,And
,23.824299,1.076131,5.77,Psc
,23.855902,9.313351,5.77,Peg
,0.072165,-16.529036,5.78,Cet
,0.222099,-84.993978,5.78,Oct
,0.607595,60.326215,5.78,Cas
,1.722151,60.551332,5.78,Cas
,1.81155,32.69021,5.78,Tri
,1.881142,-16.92925,5.78,Cet
,2.616281,-34.577977,5.78,For
,2.742493,15.311862,5.78,Ari
,3.203957,27.256968,5.78,Ari
,3.408249,33.535962,5.78,Per
,3.864922,34.359119,5.78,Per
,4.349455,-81.57992,5.78,Men
,4.533845,53.91083,5.78,Cam
,4.635956,16.033291,5.78,Tau
,4.734811,-8.503571,5.78,Eri
,5.3621,8.428556,5.78,Ori
,5.433285,-19.695399,5.78,Lep
,5.781149,9.522343,5.78,Ori
,6.193496,48.710989,5.78,Aur
,6.20559,32.69338,5.78,Aur
,6.40385,-60.281325,5.78,Pic
,6.58773,0.890216,5.78,Mon
,6.847176,-0.540882,5.78,Mon
,7.038193,15.336008,5.78,Gem
,7.094174,9.1858,5.78,Mon
,7.260953,7.977742,5.78,CMi
,7.484699,-31.456216,5.78,Pup
,7.576333,-27.012275,5.78,Pup
,7.645528,-36.49683,5.78,Pup
,7.820257,-60.283688,5.78,Car
,7.828054,-66.195974,5.78,Vol
,8.022434,59.047398,5.78,Lyn
,8.896851,-60.353909,5.78,Car
,9.192607,-46.583911,5.78,Vel
,10.224448,-51.755788,5.78,Vel
,12.087451,76.905734,5.78,Cam
,12.498388,-56.52494,5.78,Cru
,12.600289,-39.869505,5.78,Cen
,13.185805,-42.232891,5.78,Cen
,14.768319,15.131788,5.78,Boo
,14.906354,-11.898348,5.78,Lib
,15.835304,-53.20977,5.78,Nor
,15.925665,-60.177647,5.78,Nor
,15.955924,-36.185344,5.78,Lup
,16.222984,-55.540947,5.78,Nor
,16.916251,-41.150858,5.78,Sco
,17.513056,86.968047,5.78,UMi
,17.687844,-46.92183,5.78,Ara
,17.859853,-60.164056,5.78,Pav
,18.641865,-23.504893,5.78,Sgr
,19.110665,24.250793,5.78,Vul
,20.565234,46.693866,5.78,Cyg
,20.913283,-17.922894,5.78,Cap
,21.454117,-21.19621,5.78,Cap
,21.859513,19.826682,5.78,Peg
,22.177065,11.624539,5.78,Peg
,22.419573,-70.431622,5.78,Ind
,23.912951,0.109309,5.78,Psc
,0.345978,32.911186,5.79,And
,1.52868,-30.283081,5.79,Scl
,2.262789,25.782937,5.79,Ari
268 G. Cet,2.601357,6.88687,5.79,Cet
,2.670117,-9.452875,5.79,Cet
,3.263325,57.14062,5.79,Per
,3.559731,39.899478,5.79,Per
,3.766907,67.201605,5.79,Cam
,4.559453,-62.823677,5.79,Ret
,4.930598,15.040278,5.79,Ori
,4.963513,23.948562,5.79,Tau
,4.969275,25.050405,5.79,Tau
,5.579106,-73.741277,5.79,Men
,5.834079,9.871218,5.79,Ori
,6.101538,-29.758624,5.79,Col
,6.316382,-20.925611,5.79,CMa
,6.684845,0.495323,5.79,Mon
,7.418977,-13.751978,5.79,CMa
,7.423686,-25.217767,5.79,CMa
,7.46435,-11.556867,5.79,CMa
,7.697735,13.480453,5.79,Gem
,8.597787,-50.969651,5.79,Vel
,8.765339,-79.504373,5.79,Cha
,8.880005,-38.724086,5.79,Vel
,9.32587,-15.834663,5.79,Hya
,9.362026,56.699219,5.79,UMa
,9.853347,-59.425774,5.79,Car
,10.501792,38.925132,5.79,LMi
,10.728702,57.199203,5.79,UMa
,11.164831,-32.367529,5.79,Hya
,11.233843,8.060695,5.79,Leo
,12.395765,-38.911381,5.79,Cen
,12.99431,-3.811926,5.79,Vir
,13.153454,10.022468,5.79,Vir
,13.669656,-64.576553,5.79,Cen
,15.630011,-23.141698,5.79,Lib
,16.055379,36.631787,5.79,CrB
,16.470685,-37.179881,5.79,Sco
,16.992771,-69.268164,5.79,TrA
,18.130417,26.09734,5.79,Her
,18.586834,18.20341,5.79,Her
,19.220463,-25.906786,5.79,Sgr
,19.483608,1.950448,5.79,Aql
,19.913403,36.995676,5.79,Cyg
,20.6757,-16.12418,5.79,Cap
,21.588228,-3.983305,5.79,Aqr
,22.030718,52.882253,5.79,Cyg
,22.130641,21.702926,5.79,Peg
,22.401912,-4.83702,5.79,Aqr
,22.486174,26.763198,5.79,Peg
,22.894488,44.749163,5.79,Lac
,23.066566,-41.478896,5.79,Gru
,0.036139,27.082256,5.8,Peg
,0.085039,61.31397,5.8,Cas
,0.76265,-47.551985,5.8,Phe
,0.909785,19.188417,5.8,Psc
,1.186189,37.724121,5.8,And
,2.626676,65.745336,5.8,Cas
,2.796568,81.448475,5.8,Cep
,2.968114,20.668733,5.8,Ari
,3.895345,57.975141,5.8,Cam
,4.193389,-20.356157,5.8,Eri
,5.138942,-8.665324,5.8,Eri
,5.489913,-3.446394,5.8,Ori
,6.090882,-35.513647,5.8,Col
,6.917427,-20.404876,5.8,CMa
,7.118633,-40.893268,5.8,Pup
,7.236347,-3.901779,5.8,Mon
,7.381127,55.281392,5.8,Lyn
,7.415857,51.887258,5.8,Lyn
,7.736027,-36.062505,5.8,Pup
,7.949848,15.790281,5.8,Cnc
,8.339158,20.747721,5.8,Cnc
,8.567116,-2.151555,5.8,Hya
,8.978869,-16.132727,5.8,Hya
,9.012707,-60.963828,5.8,Car
,9.68393,-57.259542,5.8,Car
,9.769457,6.708556,5.8,Leo
,10.158386,-68.682779,5.8,Car
,10.310561,-56.110393,5.8,Vel
,10.838349,-8.897763,5.8,Sex
,11.416369,11.430292,5.8,Leo
,11.446467,-53.159915,5.8,Cen
,11.604987,27.781351,5.8,Leo
,12.291551,53.191331,5.8,UMa
,14.768547,-23.153018,5.8,Lib
,14.832888,28.615832,5.8,Boo
,15.698532,18.464037,5.8,Ser
,16.279107,29.150261,5.8,CrB
,17.57686,9.5867,5.8,Oph
,18.824257,-45.8101,5.8,Tel
,20.013424,-45.112918,5.8,Sgr
,20.068399,17.070173,5.8,Sge
,22.14972,-18.519592,5.8,Aqr
,22.281268,-9.040067,5.8,Aqr
,22.620247,75.371811,5.8,Cep
,22.891307,-11.616514,5.8,Aqr
p Eridani,1.663003,-56.19462,5.8,Eri
,1.17207,25.457763,5.81,Psc
,2.331739,-55.944796,5.81,Hor
,2.380644,41.396297,5.81,And
,2.609742,7.730026,5.81,Cet
,3.048849,-46.975036,5.81,Eri
,3.514359,-66.489714,5.81,Ret
,3.809918,-20.902977,5.81,Eri
,4.384909,-24.892157,5.81,Eri
,5.30368,73.268071,5.81,Cam
,5.645424,-40.707306,5.81,Col
,5.977097,-44.034562,5.81,Pic
,6.764922,-52.409691,5.81,Car
,7.275515,-38.318928,5.81,Pup
,10.287378,23.10622,5.81,Leo
,10.999831,-43.80711,5.81,Vel
,13.307701,34.098304,5.81,CVn
,13.371191,-52.182956,5.81,Cen
,13.645021,-29.560867,5.81,Hya
,13.760249,-26.116009,5.81,Hya
,15.871269,55.826713,5.81,Dra
,17.699461,72.156911,5.81,Dra
,18.286563,-17.373886,5.81,Sgr
,18.432996,29.82893,5.81,Her
,19.372651,-0.252345,5.81,Aql
,20.103823,53.165688,5.81,Cyg
,20.224331,60.640569,5.81,Cep
,21.35134,7.354503,5.81,Equ
,23.120774,-50.686681,5.81,Gru
,23.331225,42.078044,5.81,And
,23.625567,44.428994,5.81,And
,23.991472,33.723878,5.81,And
,1.520444,70.264604,5.82,Cas
,2.968258,-23.606012,5.82,Eri
,3.510262,48.103596,5.82,Per
,3.613136,0.587758,5.82,Tau
,3.826836,63.296967,5.82,Cam
,4.857837,-34.906286,5.82,Cae
,6.117686,-34.312021,5.82,Col
,6.451147,-58.002116,5.82,Pic
,6.520304,-35.25884,5.82,Col
,6.540885,32.454898,5.82,Aur
,7.82024,-46.857717,5.82,Pup
,8.485436,-44.160413,5.82,Vel
,11.385596,-56.779355,5.82,Cen
,12.249884,-20.84422,5.82,Crv
,12.41756,56.777828,5.82,UMa
,13.2872,-43.979479,5.82,Cen
,13.435566,72.391476,5.82,UMi
,13.938837,-46.592948,5.82,Cen
,15.143212,25.108635,5.82,Boo
,15.511223,-16.609464,5.82,Lib
,15.567143,-40.066432,5.82,Lup
,15.637855,-21.016327,5.82,Lib
,16.014204,4.427363,5.82,Ser
,17.411675,-21.441479,5.82,Oph
,17.938445,0.670355,5.82,Oph
,18.666774,-7.790799,5.82,Sct
,18.747112,-25.010914,5.82,Sgr
,18.757879,5.500128,5.82,Ser
,18.849586,-9.774096,5.82,Sct
,19.058959,1.818768,5.82,Aql
,19.482523,24.768723,5.82,Vul
,20.339279,17.792928,5.82,Sge
,22.609846,-31.663789,5.82,PsA
,22.803067,37.416688,5.82,Lac
,22.901935,40.376907,5.82,Lac
,23.555432,-77.385327,5.82,Oct
,0.700953,66.147592,5.83,Cas
,1.072084,61.580184,5.83,Cas
,1.835714,22.275338,5.83,Ari
,2.808913,18.28379,5.83,Ari
,5.619123,26.924473,5.83,Tau
,6.192307,24.420253,5.83,Gem
,6.231732,-3.741374,5.83,Ori
,6.243529,-4.568457,5.83,Mon
,7.373719,-5.982829,5.83,Mon
,7.571081,3.371725,5.83,CMi
,8.051156,-32.463548,5.83,Pup
,8.186332,-48.461994,5.83,Vel
,9.285478,-14.574069,5.83,Hya
,9.311766,-51.560651,5.83,Vel
,9.943192,-33.418496,5.83,Ant
,11.484621,61.778368,5.83,UMa
,11.932892,56.59856,5.83,UMa
,12.810944,60.319822,5.83,UMa
,13.899234,-47.128164,5.83,Cen
,14.453392,-46.134254,5.83,Lup
,14.63756,54.023339,5.83,Boo
,15.035119,-28.060611,5.83,Hya
,16.403008,6.948207,5.83,Her
,16.603113,46.613333,5.83,Her
,16.640637,-43.398426,5.83,Sco
,17.445623,48.260065,5.83,Her
,17.524298,-80.859134,5.83,Aps
,18.130434,26.10128,5.83,Her
,19.79105,38.407614,5.83,Cyg
,20.301941,40.732082,5.83,Cyg
,20.940407,50.728598,5.83,Cyg
,21.035834,56.669614,5.83,Cep
,21.203806,-40.269362,5.83,Mic
,21.303076,-4.519478,5.83,Aqr
,22.055287,11.386552,5.83,Peg
,22.445122,78.785853,5.83,Cep
,23.165955,-42.861292,5.83,Gru
,0.171908,-5.248588,5.84,Psc
,0.178565,-12.579897,5.84,Cet
,1.391933,-30.945617,5.84,Scl
,1.962151,27.804381,5.84,Tri
,2.152584,-43.516596,5.84,Phe
,2.547952,34.54241,5.84,Tri
,2.638515,-30.194062,5.84,For
,3.032255,-9.961407,5.84,Eri
,3.290722,-47.751664,5.84,Hor
,4.166752,86.626139,5.84,Cep
,4.821965,32.588191,5.84,Aur
,4.980829,-82.470512,5.84,Men
,5.132066,21.704821,5.84,Tau
,7.19489,-20.883063,5.84,CMa
,7.244993,24.884984,5.84,Gem
,7.552716,-24.710731,5.84,Pup
,10.278268,25.370705,5.84,Leo
,10.65213,37.91,5.84,LMi
,11.606215,-61.052433,5.84,Cen
,12.689723,-46.145581,5.84,Cen
,12.938221,54.099489,5.84,UMa
,13.238153,-78.447454,5.84,Cha
,13.245361,-48.957022,5.84,Cen
,14.291237,15.26338,5.84,Boo
,14.521224,-67.717197,5.84,Cir
,15.231476,-26.193569,5.84,Lib
,15.642833,50.423283,5.84,Boo
,15.96124,-20.98308,5.84,Sco
,16.695961,-33.145759,5.84,Sco
,16.907484,-42.478891,5.84,Sco
,17.552052,-41.173066,5.84,Sco
,17.872156,-34.416842,5.84,Sco
,18.102055,-8.323956,5.84,Ser
,18.653968,-47.909767,5.84,Tel
,18.913095,48.859401,5.84,Dra
,19.364137,-18.308388,5.84,Sgr
,19.441302,19.891493,5.84,Vul
,19.472444,2.93003,5.84,Aql
,20.207186,-12.617497,5.84,Cap
,21.483271,22.179436,5.84,Peg
,21.925276,65.320809,5.84,Cep
,22.647942,19.522263,5.84,Peg
,22.769497,44.546054,5.84,Lac
,2.716528,53.526105,5.85,Per
,3.981221,-5.469947,5.85,Eri
,4.345232,-7.592493,5.85,Eri
,4.637731,20.684722,5.85,Tau
,6.942238,46.273998,5.85,Aur
,7.207327,24.128594,5.85,Gem
,9.045783,7.298267,5.85,Cnc
,9.235615,-44.145822,5.85,Vel
,9.249213,-37.602396,5.85,Vel
,9.940549,8.933157,5.85,Leo
,10.823457,-59.323793,5.85,Car
,10.828747,-9.852695,5.85,Sex
,11.861559,-30.834809,5.85,Hya
,12.223872,10.262341,5.85,Vir
,13.691625,64.822411,5.85,Dra
,14.910532,-33.300575,5.85,Cen
,15.144223,-42.867921,5.85,Lup
,15.625562,54.508733,5.85,Dra
,15.793867,55.376627,5.85,Dra
,18.648168,-21.051871,5.85,Sgr
,19.201416,49.855755,5.85,Cyg
